year,total,stock,capture,taxa,E1
1970,248732,Sarpa salpa,377,Sarpa salpa,365629781.9
1970,248732,Saurida undosquamis,155,Saurida undosquamis,365629781.9
1970,248732,Sciaena umbra,100,Sciaena umbra,365629781.9
1970,248732,Sciaenidae,520,Sciaenidae,365629781.9
1970,248732,Serranidae,0,Serranidae,365629781.9
1970,248732,Sparidae,1557,Sparidae,365629781.9
1970,248732,Spondyliosoma cantharus,0,Spondyliosoma cantharus,365629781.9
1970,248732,Synodontidae,768,Synodontidae,365629781.9
1970,248732,Umbrina cirrosa,900,Umbrina cirrosa,365629781.9
1970,248732,Conger conger,500,Conger conger,365629781.9
1970,248732,Lophius spp,2140,Lophius spp,365629781.9
1970,248732,Perciformes,4689,Perciformes,365629781.9
1970,248732,Polyprion americanus,100,Polyprion americanus,365629781.9
1970,248732,Scorpaenidae,1934,Scorpaenidae,365629781.9
1970,248732,Triglidae,2270,Triglidae,365629781.9
1971,242442,Argyrosomus regius,100,Argyrosomus regius,378535040.8
1971,242442,Boops boops,17154,Boops boops,378535040.8
1971,242442,Dentex dentex,1463,Dentex dentex,378535040.8
1971,242442,Dentex macrophthalmus,0,Dentex macrophthalmus,378535040.8
1971,242442,Dicentrarchus spp,370,Dicentrarchus spp,378535040.8
1971,242442,Diplodus sargus,160,Diplodus sargus,378535040.8
1971,242442,Diplodus spp,3640,Diplodus spp,378535040.8
1971,242442,Epinephelus spp,2040,Epinephelus spp,378535040.8
1971,242442,Gobiidae,9433,Gobiidae,378535040.8
1971,242442,Liza saliens,9,Liza saliens,378535040.8
1971,242442,Mugilidae,14811,Mugilidae,378535040.8
1971,242442,Mullus spp,17400,Mullus spp,378535040.8
1971,242442,Oblada melanura,100,Oblada melanura,378535040.8
1971,242442,Pagellus acarne,0,Pagellus acarne,378535040.8
1971,242442,Pagellus spp,5171,Pagellus spp,378535040.8
1971,242442,Pagrus pagrus,1100,Pagrus pagrus,378535040.8
1971,242442,Pagrus spp,0,Pagrus spp,378535040.8
1971,242442,Plectorhinchus mediterraneus,0,Plectorhinchus mediterraneus,378535040.8
1971,242442,Sarpa salpa,414,Sarpa salpa,378535040.8
1971,242442,Saurida undosquamis,350,Saurida undosquamis,378535040.8
1971,242442,Sciaena umbra,100,Sciaena umbra,378535040.8
1971,242442,Sciaenidae,550,Sciaenidae,378535040.8
1971,242442,Serranidae,0,Serranidae,378535040.8
1971,242442,Sparidae,1639,Sparidae,378535040.8
1971,242442,Spondyliosoma cantharus,0,Spondyliosoma cantharus,378535040.8
1971,242442,Synodontidae,873,Synodontidae,378535040.8
1971,242442,Umbrina cirrosa,300,Umbrina cirrosa,378535040.8
1971,242442,Argentina spp,100,Argentina spp,378535040.8
1971,242442,Conger conger,700,Conger conger,378535040.8
1971,242442,Eutrigla gurnardus,600,Eutrigla gurnardus,378535040.8
1971,242442,Lophius spp,2260,Lophius spp,378535040.8
1971,242442,Perciformes,5396,Perciformes,378535040.8
1971,242442,Polyprion americanus,0,Polyprion americanus,378535040.8
1971,242442,Scorpaenidae,1436,Scorpaenidae,378535040.8
1971,242442,Triglidae,2443,Triglidae,378535040.8
1972,246974,Argyrosomus regius,151,Argyrosomus regius,341939284
1972,246974,Boops boops,18051,Boops boops,341939284
1972,246974,Dentex dentex,1406,Dentex dentex,341939284
1972,246974,Dentex macrophthalmus,0,Dentex macrophthalmus,341939284
1972,246974,Dicentrarchus spp,524,Dicentrarchus spp,341939284
1972,246974,Diplodus sargus,121,Diplodus sargus,341939284
1972,246974,Diplodus spp,4040,Diplodus spp,341939284
1972,246974,Epinephelus spp,1562,Epinephelus spp,341939284
1972,246974,Gobiidae,8736,Gobiidae,341939284
1972,246974,Liza saliens,19,Liza saliens,341939284
1972,246974,Mugilidae,12524,Mugilidae,341939284
1972,246974,Mullus spp,17056,Mullus spp,341939284
1972,246974,Oblada melanura,194,Oblada melanura,341939284
1972,246974,Pagellus acarne,19,Pagellus acarne,341939284
1972,246974,Pagellus spp,5051,Pagellus spp,341939284
1972,246974,Pagrus pagrus,1091,Pagrus pagrus,341939284
1972,246974,Pagrus spp,775,Pagrus spp,341939284
1972,246974,Plectorhinchus mediterraneus,0,Plectorhinchus mediterraneus,341939284
1972,246974,Sarpa salpa,434,Sarpa salpa,341939284
1972,246974,Saurida undosquamis,1215,Saurida undosquamis,341939284
1972,246974,Sciaena umbra,102,Sciaena umbra,341939284
1972,246974,Sciaenidae,675,Sciaenidae,341939284
1972,246974,Serranidae,54,Serranidae,341939284
1972,246974,Sparidae,2444,Sparidae,341939284
1972,246974,Spondyliosoma cantharus,208,Spondyliosoma cantharus,341939284
1972,246974,Synodontidae,800,Synodontidae,341939284
1972,246974,Umbrina cirrosa,200,Umbrina cirrosa,341939284
1972,246974,Argentina spp,80,Argentina spp,341939284
1972,246974,Conger conger,589,Conger conger,341939284
1972,246974,Eutrigla gurnardus,685,Eutrigla gurnardus,341939284
1972,246974,Lophius spp,2525,Lophius spp,341939284
1972,246974,Perciformes,6800,Perciformes,341939284
1972,246974,Polyprion americanus,0,Polyprion americanus,341939284
1972,246974,Scorpaenidae,1376,Scorpaenidae,341939284
1972,246974,Triglidae,2755,Triglidae,341939284
1973,240859,Argyrosomus regius,72,Argyrosomus regius,281476821.1
1973,240859,Boops boops,18145,Boops boops,281476821.1
1973,240859,Dentex dentex,1114,Dentex dentex,281476821.1
1973,240859,Dentex macrophthalmus,0,Dentex macrophthalmus,281476821.1
1973,240859,Dicentrarchus spp,300,Dicentrarchus spp,281476821.1
1973,240859,Diplodus sargus,109,Diplodus sargus,281476821.1
1973,240859,Diplodus spp,3607,Diplodus spp,281476821.1
1973,240859,Epinephelus spp,1482,Epinephelus spp,281476821.1
1973,240859,Gobiidae,8998,Gobiidae,281476821.1
1973,240859,Liza saliens,5,Liza saliens,281476821.1
1973,240859,Mugilidae,11897,Mugilidae,281476821.1
1973,240859,Mullus spp,17414,Mullus spp,281476821.1
1973,240859,Oblada melanura,179,Oblada melanura,281476821.1
1973,240859,Pagellus acarne,18,Pagellus acarne,281476821.1
1973,240859,Pagellus spp,4285,Pagellus spp,281476821.1
1973,240859,Pagrus pagrus,611,Pagrus pagrus,281476821.1
1973,240859,Pagrus spp,726,Pagrus spp,281476821.1
1973,240859,Plectorhinchus mediterraneus,0,Plectorhinchus mediterraneus,281476821.1
1973,240859,Sarpa salpa,409,Sarpa salpa,281476821.1
1973,240859,Saurida undosquamis,266,Saurida undosquamis,281476821.1
1973,240859,Sciaena umbra,5,Sciaena umbra,281476821.1
1973,240859,Sciaenidae,427,Sciaenidae,281476821.1
1973,240859,Serranidae,49,Serranidae,281476821.1
1973,240859,Siganus spp,28,Siganus spp,281476821.1
1973,240859,Sparidae,2447,Sparidae,281476821.1
1973,240859,Sparisoma cretense,29,Sparisoma cretense,281476821.1
1973,240859,Spondyliosoma cantharus,175,Spondyliosoma cantharus,281476821.1
1973,240859,Synodontidae,537,Synodontidae,281476821.1
1973,240859,Trachinus draco,0,Trachinus draco,281476821.1
1973,240859,Umbrina cirrosa,100,Umbrina cirrosa,281476821.1
1973,240859,Argentina spp,65,Argentina spp,281476821.1
1973,240859,Conger conger,683,Conger conger,281476821.1
1973,240859,Eutrigla gurnardus,449,Eutrigla gurnardus,281476821.1
1973,240859,Lophius spp,2448,Lophius spp,281476821.1
1973,240859,Perciformes,720,Perciformes,281476821.1
1973,240859,Polyprion americanus,0,Polyprion americanus,281476821.1
1973,240859,Scorpaenidae,1348,Scorpaenidae,281476821.1
1973,240859,Triglidae,2734,Triglidae,281476821.1
1974,260368,Argyrosomus regius,106,Argyrosomus regius,369543229.9
1974,260368,Boops boops,25473,Boops boops,369543229.9
1974,260368,Dentex dentex,1167,Dentex dentex,369543229.9
1974,260368,Dentex macrophthalmus,50,Dentex macrophthalmus,369543229.9
1974,260368,Dicentrarchus spp,374,Dicentrarchus spp,369543229.9
1974,260368,Diplodus sargus,106,Diplodus sargus,369543229.9
1974,260368,Diplodus spp,3219,Diplodus spp,369543229.9
1974,260368,Epinephelus spp,1468,Epinephelus spp,369543229.9
1974,260368,Gobiidae,10412,Gobiidae,369543229.9
1974,260368,Liza saliens,12,Liza saliens,369543229.9
1974,260368,Mugilidae,12785,Mugilidae,369543229.9
1974,260368,Mullus spp,20108,Mullus spp,369543229.9
1974,260368,Oblada melanura,216,Oblada melanura,369543229.9
1974,260368,Pagellus acarne,115,Pagellus acarne,369543229.9
1974,260368,Pagellus spp,2375,Pagellus spp,369543229.9
1974,260368,Pagrus pagrus,936,Pagrus pagrus,369543229.9
1974,260368,Pagrus spp,268,Pagrus spp,369543229.9
1974,260368,Plectorhinchus mediterraneus,100,Plectorhinchus mediterraneus,369543229.9
1974,260368,Sarpa salpa,434,Sarpa salpa,369543229.9
1974,260368,Saurida undosquamis,225,Saurida undosquamis,369543229.9
1974,260368,Sciaena umbra,22,Sciaena umbra,369543229.9
1974,260368,Sciaenidae,620,Sciaenidae,369543229.9
1974,260368,Serranidae,39,Serranidae,369543229.9
1974,260368,Siganus spp,15,Siganus spp,369543229.9
1974,260368,Sparidae,2503,Sparidae,369543229.9
1974,260368,Sparisoma cretense,14,Sparisoma cretense,369543229.9
1974,260368,Spondyliosoma cantharus,179,Spondyliosoma cantharus,369543229.9
1974,260368,Synodontidae,444,Synodontidae,369543229.9
1974,260368,Trachinus draco,14,Trachinus draco,369543229.9
1974,260368,Umbrina cirrosa,149,Umbrina cirrosa,369543229.9
1974,260368,Argentina spp,0,Argentina spp,369543229.9
1974,260368,Conger conger,686,Conger conger,369543229.9
1974,260368,Eutrigla gurnardus,286,Eutrigla gurnardus,369543229.9
1974,260368,Lophius spp,2514,Lophius spp,369543229.9
1974,260368,Perciformes,23600,Perciformes,369543229.9
1974,260368,Polyprion americanus,16,Polyprion americanus,369543229.9
1974,260368,Scorpaenidae,1812,Scorpaenidae,369543229.9
1974,260368,Triglidae,3397,Triglidae,369543229.9
1975,273255,Argyrosomus regius,127,Argyrosomus regius,411150516.7
1975,273255,Boops boops,25643,Boops boops,411150516.7
1975,273255,Dentex dentex,1202,Dentex dentex,411150516.7
1975,273255,Dentex macrophthalmus,141,Dentex macrophthalmus,411150516.7
1975,273255,Dicentrarchus spp,277,Dicentrarchus spp,411150516.7
1975,273255,Diplodus sargus,100,Diplodus sargus,411150516.7
1975,273255,Diplodus spp,1623,Diplodus spp,411150516.7
1975,273255,Epinephelus spp,1460,Epinephelus spp,411150516.7
1975,273255,Gobiidae,11174,Gobiidae,411150516.7
1975,273255,Liza saliens,10,Liza saliens,411150516.7
1975,273255,Mugilidae,12894,Mugilidae,411150516.7
1975,273255,Mullus spp,18107,Mullus spp,411150516.7
1975,273255,Oblada melanura,204,Oblada melanura,411150516.7
1975,273255,Pagellus acarne,168,Pagellus acarne,411150516.7
1975,273255,Pagellus spp,4729,Pagellus spp,411150516.7
1975,273255,Pagrus pagrus,813,Pagrus pagrus,411150516.7
1975,273255,Pagrus spp,300,Pagrus spp,411150516.7
1975,273255,Plectorhinchus mediterraneus,76,Plectorhinchus mediterraneus,411150516.7
1975,273255,Sarpa salpa,1028,Sarpa salpa,411150516.7
1975,273255,Saurida undosquamis,200,Saurida undosquamis,411150516.7
1975,273255,Sciaena umbra,17,Sciaena umbra,411150516.7
1975,273255,Sciaenidae,472,Sciaenidae,411150516.7
1975,273255,Serranidae,168,Serranidae,411150516.7
1975,273255,Siganus spp,10,Siganus spp,411150516.7
1975,273255,Sparidae,4052,Sparidae,411150516.7
1975,273255,Sparisoma cretense,17,Sparisoma cretense,411150516.7
1975,273255,Spondyliosoma cantharus,273,Spondyliosoma cantharus,411150516.7
1975,273255,Synodontidae,269,Synodontidae,411150516.7
1975,273255,Trachinus draco,0,Trachinus draco,411150516.7
1975,273255,Umbrina cirrosa,156,Umbrina cirrosa,411150516.7
1975,273255,Argentina spp,29,Argentina spp,411150516.7
1975,273255,Conger conger,786,Conger conger,411150516.7
1975,273255,Eutrigla gurnardus,162,Eutrigla gurnardus,411150516.7
1975,273255,Lophius spp,2030,Lophius spp,411150516.7
1975,273255,Perciformes,920,Perciformes,411150516.7
1975,273255,Polyprion americanus,16,Polyprion americanus,411150516.7
1975,273255,Scorpaenidae,1990,Scorpaenidae,411150516.7
1975,273255,Triglidae,3064,Triglidae,411150516.7
1975,273255,Zeus faber,4,Zeus faber,411150516.7
1976,256808,Argyrosomus regius,158,Argyrosomus regius,445401586
1976,256808,Boops boops,27068,Boops boops,445401586
1976,256808,Dentex dentex,1157,Dentex dentex,445401586
1976,256808,Dentex macrophthalmus,75,Dentex macrophthalmus,445401586
1976,256808,Dicentrarchus punctatus,0,Dicentrarchus punctatus,445401586
1976,256808,Dicentrarchus spp,353,Dicentrarchus spp,445401586
1976,256808,Diplodus sargus,96,Diplodus sargus,445401586
1976,256808,Diplodus spp,1612,Diplodus spp,445401586
1976,256808,Epinephelus spp,1565,Epinephelus spp,445401586
1976,256808,Gobiidae,8341,Gobiidae,445401586
1976,256808,Liza saliens,15,Liza saliens,445401586
1976,256808,Mugilidae,13569,Mugilidae,445401586
1976,256808,Mullus spp,20711,Mullus spp,445401586
1976,256808,Oblada melanura,219,Oblada melanura,445401586
1976,256808,Pagellus acarne,84,Pagellus acarne,445401586
1976,256808,Pagellus spp,4519,Pagellus spp,445401586
1976,256808,Pagrus pagrus,676,Pagrus pagrus,445401586
1976,256808,Pagrus spp,285,Pagrus spp,445401586
1976,256808,Plectorhinchus mediterraneus,82,Plectorhinchus mediterraneus,445401586
1976,256808,Sarpa salpa,672,Sarpa salpa,445401586
1976,256808,Saurida undosquamis,200,Saurida undosquamis,445401586
1976,256808,Sciaena umbra,16,Sciaena umbra,445401586
1976,256808,Sciaenidae,549,Sciaenidae,445401586
1976,256808,Serranidae,140,Serranidae,445401586
1976,256808,Siganus spp,6,Siganus spp,445401586
1976,256808,Sparidae,1904,Sparidae,445401586
1976,256808,Sparisoma cretense,21,Sparisoma cretense,445401586
1976,256808,Spondyliosoma cantharus,300,Spondyliosoma cantharus,445401586
1976,256808,Synodontidae,370,Synodontidae,445401586
1976,256808,Trachinus draco,0,Trachinus draco,445401586
1976,256808,Umbrina cirrosa,215,Umbrina cirrosa,445401586
1976,256808,Argentina spp,11,Argentina spp,445401586
1976,256808,Conger conger,772,Conger conger,445401586
1976,256808,Eutrigla gurnardus,423,Eutrigla gurnardus,445401586
1976,256808,Lophius spp,3134,Lophius spp,445401586
1976,256808,Perciformes,1320,Perciformes,445401586
1976,256808,Polyprion americanus,34,Polyprion americanus,445401586
1976,256808,Scorpaenidae,2194,Scorpaenidae,445401586
1976,256808,Triglidae,3106,Triglidae,445401586
1976,256808,Zeus faber,1,Zeus faber,445401586
1977,270876,Argyrosomus regius,235,Argyrosomus regius,385832165.8
1977,270876,Boops boops,26663,Boops boops,385832165.8
1977,270876,Dentex dentex,1463,Dentex dentex,385832165.8
1977,270876,Dentex macrophthalmus,102,Dentex macrophthalmus,385832165.8
1977,270876,Dicentrarchus punctatus,0,Dicentrarchus punctatus,385832165.8
1977,270876,Dicentrarchus spp,479,Dicentrarchus spp,385832165.8
1977,270876,Diplodus sargus,140,Diplodus sargus,385832165.8
1977,270876,Diplodus spp,1726,Diplodus spp,385832165.8
1977,270876,Epinephelus spp,1561,Epinephelus spp,385832165.8
1977,270876,Gobiidae,7522,Gobiidae,385832165.8
1977,270876,Liza saliens,7,Liza saliens,385832165.8
1977,270876,Mugilidae,14162,Mugilidae,385832165.8
1977,270876,Mullus spp,19870,Mullus spp,385832165.8
1977,270876,Oblada melanura,219,Oblada melanura,385832165.8
1977,270876,Pagellus acarne,17,Pagellus acarne,385832165.8
1977,270876,Pagellus spp,3833,Pagellus spp,385832165.8
1977,270876,Pagrus pagrus,994,Pagrus pagrus,385832165.8
1977,270876,Pagrus spp,318,Pagrus spp,385832165.8
1977,270876,Plectorhinchus mediterraneus,89,Plectorhinchus mediterraneus,385832165.8
1977,270876,Sarpa salpa,906,Sarpa salpa,385832165.8
1977,270876,Saurida undosquamis,200,Saurida undosquamis,385832165.8
1977,270876,Sciaena umbra,35,Sciaena umbra,385832165.8
1977,270876,Sciaenidae,633,Sciaenidae,385832165.8
1977,270876,Serranidae,724,Serranidae,385832165.8
1977,270876,Siganus spp,7,Siganus spp,385832165.8
1977,270876,Sparidae,5192,Sparidae,385832165.8
1977,270876,Sparisoma cretense,15,Sparisoma cretense,385832165.8
1977,270876,Spondyliosoma cantharus,330,Spondyliosoma cantharus,385832165.8
1977,270876,Synodontidae,422,Synodontidae,385832165.8
1977,270876,Trachinus draco,0,Trachinus draco,385832165.8
1977,270876,Umbrina cirrosa,296,Umbrina cirrosa,385832165.8
1977,270876,Argentina spp,1,Argentina spp,385832165.8
1977,270876,Conger conger,956,Conger conger,385832165.8
1977,270876,Eutrigla gurnardus,366,Eutrigla gurnardus,385832165.8
1977,270876,Lophius spp,2948,Lophius spp,385832165.8
1977,270876,Perciformes,6817,Perciformes,385832165.8
1977,270876,Polyprion americanus,60,Polyprion americanus,385832165.8
1977,270876,Scorpaenidae,2117,Scorpaenidae,385832165.8
1977,270876,Triglidae,2952,Triglidae,385832165.8
1977,270876,Zeus faber,6,Zeus faber,385832165.8
1978,275647,Argyrosomus regius,395,Argyrosomus regius,428612035.3
1978,275647,Boops boops,27322,Boops boops,428612035.3
1978,275647,Dentex dentex,1596,Dentex dentex,428612035.3
1978,275647,Dentex macrophthalmus,100,Dentex macrophthalmus,428612035.3
1978,275647,Dicentrarchus punctatus,44,Dicentrarchus punctatus,428612035.3
1978,275647,Dicentrarchus spp,480,Dicentrarchus spp,428612035.3
1978,275647,Diplodus sargus,153,Diplodus sargus,428612035.3
1978,275647,Diplodus spp,2104,Diplodus spp,428612035.3
1978,275647,Epinephelus spp,1953,Epinephelus spp,428612035.3
1978,275647,Gobiidae,7773,Gobiidae,428612035.3
1978,275647,Liza saliens,8,Liza saliens,428612035.3
1978,275647,Mugilidae,14093,Mugilidae,428612035.3
1978,275647,Mullus spp,18354,Mullus spp,428612035.3
1978,275647,Oblada melanura,277,Oblada melanura,428612035.3
1978,275647,Pagellus acarne,15,Pagellus acarne,428612035.3
1978,275647,Pagellus spp,4063,Pagellus spp,428612035.3
1978,275647,Pagrus pagrus,2634,Pagrus pagrus,428612035.3
1978,275647,Pagrus spp,389,Pagrus spp,428612035.3
1978,275647,Plectorhinchus mediterraneus,90,Plectorhinchus mediterraneus,428612035.3
1978,275647,Sarpa salpa,962,Sarpa salpa,428612035.3
1978,275647,Saurida undosquamis,200,Saurida undosquamis,428612035.3
1978,275647,Sciaena umbra,27,Sciaena umbra,428612035.3
1978,275647,Sciaenidae,755,Sciaenidae,428612035.3
1978,275647,Serranidae,770,Serranidae,428612035.3
1978,275647,Siganus spp,12,Siganus spp,428612035.3
1978,275647,Sparidae,2760,Sparidae,428612035.3
1978,275647,Sparisoma cretense,18,Sparisoma cretense,428612035.3
1978,275647,Spondyliosoma cantharus,427,Spondyliosoma cantharus,428612035.3
1978,275647,Synodontidae,858,Synodontidae,428612035.3
1978,275647,Trachinus draco,18,Trachinus draco,428612035.3
1978,275647,Umbrina cirrosa,154,Umbrina cirrosa,428612035.3
1978,275647,Argentina spp,0,Argentina spp,428612035.3
1978,275647,Conger conger,1100,Conger conger,428612035.3
1978,275647,Eutrigla gurnardus,910,Eutrigla gurnardus,428612035.3
1978,275647,Lophius spp,2527,Lophius spp,428612035.3
1978,275647,Perciformes,525,Perciformes,428612035.3
1978,275647,Polyprion americanus,70,Polyprion americanus,428612035.3
1978,275647,Scorpaenidae,2316,Scorpaenidae,428612035.3
1978,275647,Triglidae,2631,Triglidae,428612035.3
1978,275647,Zeus faber,43,Zeus faber,428612035.3
1979,273998,Argyrosomus regius,319,Argyrosomus regius,432942584.6
1979,273998,Boops boops,28964,Boops boops,432942584.6
1979,273998,Dentex dentex,1507,Dentex dentex,432942584.6
1979,273998,Dentex macrophthalmus,185,Dentex macrophthalmus,432942584.6
1979,273998,Dicentrarchus punctatus,58,Dicentrarchus punctatus,432942584.6
1979,273998,Dicentrarchus spp,1244,Dicentrarchus spp,432942584.6
1979,273998,Diplodus sargus,127,Diplodus sargus,432942584.6
1979,273998,Diplodus spp,1901,Diplodus spp,432942584.6
1979,273998,Epinephelus spp,2046,Epinephelus spp,432942584.6
1979,273998,Gobiidae,5929,Gobiidae,432942584.6
1979,273998,Lithognathus mormyrus,4,Lithognathus mormyrus,432942584.6
1979,273998,Liza saliens,19,Liza saliens,432942584.6
1979,273998,Mugilidae,16207,Mugilidae,432942584.6
1979,273998,Mullus spp,18762,Mullus spp,432942584.6
1979,273998,Oblada melanura,290,Oblada melanura,432942584.6
1979,273998,Pagellus acarne,7,Pagellus acarne,432942584.6
1979,273998,Pagellus bogaraveo,15,Pagellus bogaraveo,432942584.6
1979,273998,Pagellus spp,3777,Pagellus spp,432942584.6
1979,273998,Pagrus pagrus,1673,Pagrus pagrus,432942584.6
1979,273998,Pagrus spp,447,Pagrus spp,432942584.6
1979,273998,Plectorhinchus mediterraneus,0,Plectorhinchus mediterraneus,432942584.6
1979,273998,Sarpa salpa,1010,Sarpa salpa,432942584.6
1979,273998,Saurida undosquamis,315,Saurida undosquamis,432942584.6
1979,273998,Sciaena umbra,55,Sciaena umbra,432942584.6
1979,273998,Sciaenidae,543,Sciaenidae,432942584.6
1979,273998,Serranidae,573,Serranidae,432942584.6
1979,273998,Siganus spp,10,Siganus spp,432942584.6
1979,273998,Sparidae,4127,Sparidae,432942584.6
1979,273998,Sparisoma cretense,17,Sparisoma cretense,432942584.6
1979,273998,Spondyliosoma cantharus,564,Spondyliosoma cantharus,432942584.6
1979,273998,Synodontidae,1100,Synodontidae,432942584.6
1979,273998,Trachinus draco,9,Trachinus draco,432942584.6
1979,273998,Umbrina cirrosa,464,Umbrina cirrosa,432942584.6
1979,273998,Argentina spp,0,Argentina spp,432942584.6
1979,273998,Conger conger,1197,Conger conger,432942584.6
1979,273998,Eutrigla gurnardus,755,Eutrigla gurnardus,432942584.6
1979,273998,Lophius spp,2622,Lophius spp,432942584.6
1979,273998,Perciformes,5683,Perciformes,432942584.6
1979,273998,Polyprion americanus,60,Polyprion americanus,432942584.6
1979,273998,Scorpaenidae,2068,Scorpaenidae,432942584.6
1979,273998,Triglidae,2848,Triglidae,432942584.6
1979,273998,Zeus faber,8,Zeus faber,432942584.6
1980,275705,Argyrosomus regius,320,Argyrosomus regius,455846725.3
1980,275705,Boops boops,26584,Boops boops,455846725.3
1980,275705,Dentex dentex,1640,Dentex dentex,455846725.3
1980,275705,Dentex macrophthalmus,0,Dentex macrophthalmus,455846725.3
1980,275705,Dicentrarchus punctatus,45,Dicentrarchus punctatus,455846725.3
1980,275705,Dicentrarchus spp,611,Dicentrarchus spp,455846725.3
1980,275705,Diplodus sargus,213,Diplodus sargus,455846725.3
1980,275705,Diplodus spp,2552,Diplodus spp,455846725.3
1980,275705,Epinephelus spp,2076,Epinephelus spp,455846725.3
1980,275705,Gobiidae,6165,Gobiidae,455846725.3
1980,275705,Lithognathus mormyrus,1,Lithognathus mormyrus,455846725.3
1980,275705,Liza saliens,6,Liza saliens,455846725.3
1980,275705,Mugilidae,15782,Mugilidae,455846725.3
1980,275705,Mullus spp,19013,Mullus spp,455846725.3
1980,275705,Oblada melanura,278,Oblada melanura,455846725.3
1980,275705,Pagellus acarne,374,Pagellus acarne,455846725.3
1980,275705,Pagellus bogaraveo,13,Pagellus bogaraveo,455846725.3
1980,275705,Pagellus spp,4740,Pagellus spp,455846725.3
1980,275705,Pagrus pagrus,1391,Pagrus pagrus,455846725.3
1980,275705,Pagrus spp,426,Pagrus spp,455846725.3
1980,275705,Plectorhinchus mediterraneus,111,Plectorhinchus mediterraneus,455846725.3
1980,275705,Sarpa salpa,1071,Sarpa salpa,455846725.3
1980,275705,Saurida undosquamis,249,Saurida undosquamis,455846725.3
1980,275705,Sciaena umbra,12,Sciaena umbra,455846725.3
1980,275705,Sciaenidae,517,Sciaenidae,455846725.3
1980,275705,Serranidae,527,Serranidae,455846725.3
1980,275705,Siganus spp,14,Siganus spp,455846725.3
1980,275705,Sparidae,4080,Sparidae,455846725.3
1980,275705,Sparisoma cretense,19,Sparisoma cretense,455846725.3
1980,275705,Spondyliosoma cantharus,636,Spondyliosoma cantharus,455846725.3
1980,275705,Synodontidae,640,Synodontidae,455846725.3
1980,275705,Trachinus draco,5,Trachinus draco,455846725.3
1980,275705,Umbrina cirrosa,554,Umbrina cirrosa,455846725.3
1980,275705,Argentina spp,0,Argentina spp,455846725.3
1980,275705,Conger conger,1448,Conger conger,455846725.3
1980,275705,Eutrigla gurnardus,735,Eutrigla gurnardus,455846725.3
1980,275705,Lophius spp,2843,Lophius spp,455846725.3
1980,275705,Perciformes,253,Perciformes,455846725.3
1980,275705,Polyprion americanus,28,Polyprion americanus,455846725.3
1980,275705,Scorpaenidae,2282,Scorpaenidae,455846725.3
1980,275705,Triglidae,3010,Triglidae,455846725.3
1980,275705,Zeus faber,7,Zeus faber,455846725.3
1981,271714,Argyrosomus regius,439,Argyrosomus regius,504046732.4
1981,271714,Boops boops,21956,Boops boops,504046732.4
1981,271714,Dentex dentex,1533,Dentex dentex,504046732.4
1981,271714,Dentex macrophthalmus,0,Dentex macrophthalmus,504046732.4
1981,271714,Dicentrarchus punctatus,51,Dicentrarchus punctatus,504046732.4
1981,271714,Dicentrarchus spp,748,Dicentrarchus spp,504046732.4
1981,271714,Diplodus sargus,162,Diplodus sargus,504046732.4
1981,271714,Diplodus spp,2760,Diplodus spp,504046732.4
1981,271714,Epinephelus spp,2238,Epinephelus spp,504046732.4
1981,271714,Gobiidae,6559,Gobiidae,504046732.4
1981,271714,Lithognathus mormyrus,3,Lithognathus mormyrus,504046732.4
1981,271714,Liza saliens,10,Liza saliens,504046732.4
1981,271714,Mugilidae,17296,Mugilidae,504046732.4
1981,271714,Mullus spp,20562,Mullus spp,504046732.4
1981,271714,Oblada melanura,305,Oblada melanura,504046732.4
1981,271714,Pagellus acarne,286,Pagellus acarne,504046732.4
1981,271714,Pagellus bogaraveo,42,Pagellus bogaraveo,504046732.4
1981,271714,Pagellus spp,2919,Pagellus spp,504046732.4
1981,271714,Pagrus pagrus,1437,Pagrus pagrus,504046732.4
1981,271714,Pagrus spp,410,Pagrus spp,504046732.4
1981,271714,Plectorhinchus mediterraneus,103,Plectorhinchus mediterraneus,504046732.4
1981,271714,Sarpa salpa,1324,Sarpa salpa,504046732.4
1981,271714,Saurida undosquamis,191,Saurida undosquamis,504046732.4
1981,271714,Sciaena umbra,53,Sciaena umbra,504046732.4
1981,271714,Sciaenidae,758,Sciaenidae,504046732.4
1981,271714,Serranidae,585,Serranidae,504046732.4
1981,271714,Siganus spp,19,Siganus spp,504046732.4
1981,271714,Sparidae,3887,Sparidae,504046732.4
1981,271714,Sparisoma cretense,14,Sparisoma cretense,504046732.4
1981,271714,Spondyliosoma cantharus,525,Spondyliosoma cantharus,504046732.4
1981,271714,Synodontidae,548,Synodontidae,504046732.4
1981,271714,Trachinus draco,3,Trachinus draco,504046732.4
1981,271714,Umbrina cirrosa,499,Umbrina cirrosa,504046732.4
1981,271714,Argentina spp,0,Argentina spp,504046732.4
1981,271714,Conger conger,1431,Conger conger,504046732.4
1981,271714,Eutrigla gurnardus,424,Eutrigla gurnardus,504046732.4
1981,271714,Lophius spp,2642,Lophius spp,504046732.4
1981,271714,Perciformes,252,Perciformes,504046732.4
1981,271714,Polyprion americanus,27,Polyprion americanus,504046732.4
1981,271714,Scorpaenidae,2526,Scorpaenidae,504046732.4
1981,271714,Triglidae,2742,Triglidae,504046732.4
1981,271714,Zeus faber,48,Zeus faber,504046732.4
1982,276520,Argyrosomus regius,281,Argyrosomus regius,529671129.4
